Горец. Гром победы.,Дмитрий Старицкий,256,17K,"Роман / Попаданцы, Стимпанк, Боевик",Это четвертая книга о приключениях русского студента Саввы Кобчика в неведомых мирах на чужой войне.
Свет моей тьмы,My Sad,1,55,"Роман / Попаданцы, Фэнтези, Бояръ-Аниме",Каково это обладать бессмертием и двумя заклинаниями способные уничтожить целую вселенную. Вот только есть один минус после использования двух заклинаний пользователь перерождается в другом мире и начниет заново копить магическую силу.
Кисельные берега,Анна Осьмак,6,200,"Роман / Юмористическое фэнтези, Попаданцы в магические миры, Приключения","Похождения деловой и самодовольной девицы в таинственном антураже старых сказок.Она успешна, прагматична, всё знает лучше всех и обо всём понимает больше других. И всё у неё в жизни – как надо. До определённого момента.Потому что, как оказалось, на свете есть люди, совсем не разделяющие, не одобряющие, а порой даже тяготящиеся Кириным отношением к жизни. Однажды они – не совсем понимая что именно затевают – организовали главной героине «туристический вояж» с воспитательной целью.Вот только… Не перестарались ли эти доброхоты? Могли ли предвидеть, через какие испытания придётся ей пройти? Каким человеком вернётся она оттуда? И… вернётся ли вообще?"
"Моя крушить! Том 1, 2",Максим Гаусс,410,53K,"Роман / Попаданцы в магические миры, Юмористическое фэнтези, Героическое фэнтези","Магический мир - Лианор. Его буквально выворачивает наизнанку, это ощутили все расы населяющие здешние земли. Волей судьбы здесь пробудилось древнее зло, но если бы только это...В болотах откуда-то появился тролль-убийца со съехавшей кукухой, у коварных гномов почему-то взорвалась мастерская, а гоблины перестали барыжить крадеными вещами... Все эти события взаимосвязаны - всему виной чертовы попаданцы! Им придется либо примкнуть ко злу либо поставить его на колени... От смеха)"
Лейна. Сделать выбор,Петрова Елена,297,40K,"Роман / Попаданцы в магические миры, Юмористическое фэнтези, Приключения","Как бы вкратце рассказать о том, что случилось? Родилась, училась, работала, никого не трогала. Совершенно неожиданно оказалась в другом мире, где ожили наши сказки, легенды... и кошмары. Теперь, сопоставив факты и щедро сдобрив их пресловутой ""женской интуицией"", я понимаю, что покинуть Землю мне определенно помогли. И горю желанием найти этого доброго человека, чтобы побеседовать с ним по душам.     Сейчас, стараясь не афишировать перед Советом Тринадцати свой интерес к родине, осторожно пытаюсь найти путь домой. Собственно, это желание и стало причиной того, что я, покинув относительно безопасную Лареллу, отправилась на Эдем - в странный и полный интриг мир Демиургов. Ах да, совсем забыла добавить - я теперь помолвлена. Вообще-то это будет фиктивный брак, но об этом т-с-с... никто не должен знать!     Спасибо, я и сама уже поняла, что мне на роду написано вляпываться в каждую встречную неприятность..."
Жить заново,Дмитрий Распопов,312,31K,Роман / ЛитРПГ,"Когда то он решил, что игровая реальность отнимает слишком много времени и что пора сосредоточиться на работе. Бизнес не игрушка, а суровая действительность. Решение оказалось правильным, своему сыну, Дмитрию, Евгений Владимирович оставил процветающую компанию. Но Дмитрий не оправдал доверия. Ввязался в сомнительную авантюру и задолжал громадную сумму депутату с бандитским прошлым. Единственный надежный способ добыть большие деньги – это заставить раскошелиться тех, кто зарабатывает на продаже аккаунтов в суперпопулярной игре «Наследие». Пришлось Евгению Владимировичу вспомнить былые времена, когда гильдии прокаченных персов сходились на виртуальных полях сражений…"
Борджиа: Дорога к Риму,Поляков Влад,410,115K,"Роман / Альтернативная история, Попаданцы во времени","Интриги. Яд. Секс. Смерть. Аминь… Пожалуй, именно эти пять слов могли бы послужить девизом для семьи, память о которой не угасает даже спустя пять веков после смерти. И имя этой семье – Борджиа! Родриго Борджиа, он же Александр VI, и его дети более десятка лет приковывали к себе внимание всей Европы, вызывая лютый страх у одних и желание научиться тонкому искусству интриги и талантам военачальника у других. Они были лишь в паре шагов от того, чтобы стать властителями объединенной Италии, которой тогда ещё не существовало. Так что же может случиться, если  место Чезаре Борджиа займёт сознание переместившегося из XXI века наёмного убийцы и авантюриста по прозвищу Кардинал, который также не брезговал… разными средствами, включая столь любимые в Италии XV века яды"
Парсек налево - 2,Здрав Олег,288,33K,"Роман / Попаданцы в космос, Космическая фантастика, Научная фантастика","Открытый космос - не место для туризма. Выбрался с каторги? Думаешь, на свободе лучше? Наивный землянин - твое место в самом низу глобальной финансовой пирамиды. Вечный кредит - твоя участь, риск для жизни - повседневность. Здесь нет своих - только чужие, иногда с большой буквы Ч."
Погружение,Клим Ветров,72,23K,"Роман / Приключения, Фантастика, Попаданцы","Что можно найти, отыскивая потерянные вещи на заброшенных урочищах? Что скрывается под слоем земли? Вот и команде поисковиков, тех, кого зовут - ""Черными археологами"" - очень интересно... Но они даже предположить не могли, чем обернется их необычное хобби...Гражданская и Отечественная войны, лихие девяностые, первая Чеченская... Это не полный перечень времен, куда сюжет забросит героев книги.Все действующие лица — реальны, события переплетены с тем, что происходило в действительности."
Сын лекаря. Королевская кровь,Матвей Курилкин,106,57K,"Роман / Боевое фэнтези, Попаданцы","Артания разорена войной и последовавшим за ней переворотом. Остатки благосостояния разворованы, назревает голод. Правительству, чтобы удержаться у власти, необходимо найти нового врага, и эльфы на эту роль уже не подходят. Что ж, свято место пусто не бывает. Очень удачно на покинутых землях обосновались какое-то сборище беженцев и инородцев – чем не враг? Так легко обвинить «преступников» во всех бедах! Намекнуть еще, что они там от обжорства лопаются – вот и готово воплощение вселенского зла. Люди стремятся идти войной на бывших соотечественников, полностью уверенные в справедливости и праведности этой войны.Эрик с друзьями, волей судьбы оказавшиеся во главе этой общины понимают – в противостоянии проиграют обе стороны. Но убегать – некуда, а значит, войну нужно предотвратить. Казалось бы, что может сделать два бывших вора и лекарь-недоучка, который даже не помнит имени своей матери? Неизвестно. Но для того, чтобы не допустить новой войны, Эрик готов наизнанку вывернуться."
Хранитель порталов,Михаил Дулепа,457,52K,"Роман / ЛитРПГ, Социальная фантастика","Недалекое будущее, интересная, продуманная до мелочей игра. Отдых, развлечение, возможность уйти от надоевшего реального мира в иной, раскрашенный волшебством и приключениями. Но что под яркой оберткой? Чем придется заплатить за достоверность и кто возьмет плату?Бери свой меч, герой! Попробуй выяснить, кто в кого здесь играет."
"Неигровой персонаж ""Симуляция"" Том 1",Ксандер Боргнев,466,163K,"Роман / ЛитРПГ, Боевое фэнтези, Приключения","Что делать, если вся жизнь - Игра, а ты в ней - неигровой персонаж?Жизнь Кирилла пошла кувырком после жуткой бойни в торговом центре. Все его представления о реальности оказались не более чем иллюзией, а он был втянут в историю, которая грозит изменить весь мир. Выход из Игры не предусмотрен, ведь теперь он - Рыцарь Смерти!"
Боевой жрец.,Алексей Александров,647,122K,"Роман / ЛитРПГ, Фэнтези","Литрпг. Герой - ветеран войны. Волею судьбы и правительства принудительно запихнут в игровой мир. Где будет творить разумное и вечное. Планируется немного юмора, щепотка экшена, капелька драмы, доля романтики и много приключений. В далекой перспективе создание клана и клановые войны."
Бог не играет в кости,Дмитрий Корсак,18,4 911,Роман / Фантастический детектив,"У берегов Нормандских островов терпит крушение чартерный рейс Буэнос-Айрес – Лондон.В небольшом российском городке в своей квартире находят тело известного футболиста. Он странно одет, рядом с трупом лежит карта Таро.2 книга цикла «Хозяева истории»"
Господин военлет (Листок на воде),Анатолий Дроздов,438,30K,Роман / Альтернативная история,"Он воевал за новую Россию, но его предали. Враги повезли его на казнь, но он испортил им шоу. С той поры, как неприкаянный, он бродит по чужим телам, не понимая смысла своих воплощений. Римский легионер, греческий гоплит, немецкий рейтар... Он не задерживается в телах, он привык к смерти. Очередное воплощение - русский офицер на Первой Мировой. Это короткая остановка или новая жизнь? Солдатику Петрову предстоит это узнать.Аудиоверсия: https://www.1c-interes.ru/catalog/all6964/25645811/"
Программист Сталина,Игорь Кулаков,304,118K,"Роман / Альтернативная история, Политический роман, Попаданцы во времени","Ему 22. Он - не сисадмин и не аникейщик. Он - настоящий программист из 2018. 2 компьютера, софт разработчика игр и некое количество все таки полезной информации на жестких дисках. Вокруг - 1940 год СССР. Путь, обозначенный чтением книг по АИ, известен и накатан. В Кремль, к Сталину. Но он хочет остаться в истории страны не только безызвестным источником уникальных сведений, но и первым советским программистом.."
Я остаюсь,Александр Башибузук,110,13K,"Роман / Постапокалипсис, Триллер, Приключения","Внезапно все вокруг превратилось в Царство мертвых. Орды мертвецов заполонили города, в одночасье превратившиеся в громадные кладбища. Казалось бы, живым здесь уже нет места, однако Алекс Гарсия имеет на этот счет свое мнение и не собирается сдаваться. Зомбоапокалипсис глазами человека, оказавшегося волей случая в чужой стране и вынужденного защищать не только свою жизнь, но и жизнь близких и любимых людей."
Истории подлунных королевств,Алена Сказкина,77,2 250,"Сборник рассказов / Фэнтези, Приключения","Кому принадлежит верность псов севера? Где находится предел человеческих возможностей? Что случается, когда маленькие девочки дружат с драконами?В историях подлунных королевств я поведаю о том, что осталось несказанным в «Хрониках Раскола» и «Хранителе жизни». Вы готовы слушать?"
Полуночный замок,Наталья Жильцова,404,95K,"Роман / Попаданцы в магические миры, Любовное фэнтези","«Дипломированному магу требуется личный помощник для нейтрализации негативных последствий. Требования: доброжелательность, стрессоустойчивость, тактичность, знание этикета. Высокая готовность к нестандартным ситуациям и переезду. Оплата высокая. Рассматриваем кандидатов без опыта работы». Какой отчисленный студент от такого заманчивого предложения откажется? Никакой! Вот и Елена долго не раздумывала. И в договоре больше на сумму гонорара смотрела, даже особо не удивившись, что скрепить его предложили кровью: мало ли у нынешних шаманов и колдунов какие заморочки. А зря…"
Шкаф с кошмарами,Олег Кожин,98,13K,"Сборник рассказов / Ужасы, Мистика","У всех свои страхи. Кто-то боится пауков, а кто-то тварей, чьи глаза никогда не видели солнца. Кто-то - маньяка, притаившегося за шторкой в ванной комнате, а кто-то - порезаться бумагой. Кого-то ввергают в ужас клыки и когти, а кому-то достаточно скрипа половицы.За спиной.В темном заброшенном доме.Да, страхи у всех разные. И этот Шкаф заботливо собирает и хранит самые невероятные кошмары. Ты готов открыть дверцу?"
Лучше Бога. Хуже Дьявола Том 1 Книга 2,Егор Кулицкий,420,59K,"Роман / Фэнтези, Попаданцы, Попаданцы в магические миры","У каждого в жизни случается череда событий, о которых не хочется вспоминать, а то и вовсе, забыть. Так же и у нашего главного героя, произошла череда ужасных происшествий, которые оставили глубокий след в его жизни и надолго изменившие его характер. Но научившись жить с этой ношей, спустя несколько лет, главный герой поступает в университет, где так же, как раньше, отстраняется от окружающих.С самого начала обучения в университете, он получил статус того, с кем лучше не связываться, если вы хотите остаться целы. Постоянные драки и конфликты были привычны для него. Спустя же некоторое время, на окончание третьего курса обучения, в предвкушении более спокойного времени, у его группы оказалась запланирована поездка за город. Но именно эта поездка окажется роковой, ужасная трагедия, в результате которой, всего несколько студентов попадают в совершенно иной, для себя, мир."
Голый край,"Антон ""Apos"" Пешкин",333,146K,"Роман / Попаданцы в магические миры, Темное фэнтези, Фэнтези","Смерть это еще не конец.Умерев однажды, герой получает второй шанс. Шанс начать все сначала в новом мире.Вот только кто же мог подумать, что переродиться придется в отсталом племени, в каменном веке, когда в лесах главенствуют духи, а ночами завывают волки и ледяной ветер.Но в силах одного человека изменить все. Пройти путем открытий и науки, нести свет знаний и сделать жизнь людей лучше.Будь же сильной, умнейшая из северного племени. Стань Матерью, несущей жизнь."
"""Военачальник""",Евгений Щепетнов,129,6 428,"Роман / Боевое фэнтези, Попаданцы в магические миры, Героическое фэнтези","Страшная беда накатила на некогда мирную Истрию. Внутреннее междоусобное противостояние переросло в жестокую борьбу с внешним врагом, высадившимся на материке. Плетутся заговоры, толпы кровожадных воинственных соседей Истрии, обладающих магическими способностями, убивают ее защитников. Последняя надежда империи - Влад, ранее земной человек, а теперь воин и маг. Сумеет ли он противостоять древнему Злу, разжигающему пожар войны? Сможет ли победить, когда половина страны захвачена и лежит в разрухе? Это покажет время…Третья книга серии."
В паутине чужих миров - 2. Эвакуация,Юрий Табашников,6,1 257,"Роман / Попаданцы во времени, Попаданцы в магические миры, Героическая фантастика","Человечеству отсчитаны последние часы. Приближается ядерная катастрофа и только Оеха, искусственно созданное полинезийским богом Тангароа создание может открыть двери для переселения в другую реальность. Сможет ли небольшая кучка людей уцелеть и создать новую цивилизацию в ином мире? Продолжение ""В паутине чужих миров. Рождение бога""."
Цвет,Васильев Сергей Викторович,3,454,"Роман / Космическая фантастика, Научная фантастика",Аннотация отсутствует.
Книга пятая. Коварный уклонист,Мамбурин Харитон Байконурович,186,13K,"Роман / РеалРПГ, Героическое фэнтези, Городское фэнтези","Бытие одиночкой обладает массой неудобных моментов. А Магнус Криггс, шериф одного исчезнувшего города, не просто одиночка. Он вынужден скрываться, прятать свой облик, называясь фальшивыми именами. Тем временем, стоящие перед ним цели ясно демонстрируют свою недосягаемость. Его враги сильны, влиятельны, мстительны и чрезвычайно изобретательны, а из союзников лишь одна бестолковая зеленокожая девчонка, да умный кот.Нужны партнеры, ресурсы, связи. Информация и, конечно же, деньги. Но всё это найти совсем непросто, даже если ты боец экстра уровня.А если и найдешь, то кто знает, какой счет они выставят за свои услуги?Все это ему придется узнать самому, встав под знамена Революции..."
--- Бесполезный... -1- Перерожденец ---,Moroving,163,59K,"Роман / Попаданцы, Приключения, Эротика","Долгий путь, что не окончен, дорога, что продолжается - путь в тысячу шагов даже не начат. Одинокая песчинка, что просто выпала из огромного механизма, тот, кто просто оказался не в том месте не в то время, или быть может ему наоборот повезло? Тот, кто ничего из себя не представлял при жизни, он не представлял из себя ничего и после смерти. Вот только он сам проложит дорогу, дорогу, по которой пойдут другие..."
"Таверна ""Открытый космос""",Анна Соломахина,21,3 629,"Роман / Попаданцы в космос, Юмористическая фантастика, Любовные романы","Тяжела и неказиста жизнь космической попаданки. Похищение пиратами, работа в забегаловке на забытом Богом астероиде, полтора года жизни под мужской личиной… Хвала космосу, это, наконец, закончилось, и мне удалось устроиться в теплом местечке – таверне «Открытый космос». Да, там тоже приходится маскироваться, но уже не так тотально. Здесь я хотя бы девочка, пусть и с розовыми волосами.— Хорошо же! – скажите вы.Да, неплохо, если бы не один адмирал, оказавшийся слишком внимательным. И принёсший на своём хвосте массу неприятностей. Правильно говорила мама – все беды от красивых мужиков!"
Факультет звездокрылов. Книга 4,Маргарита Блинова,13,211,"Роман / Любовное фэнтези, Юмористическое фэнтези, Фэнтези","– Бестия! – рычала я не хуже завра. – Ты хоть понимаешь, что натворила?Драконенок опустила виноватую мордочку и вздохнула.– Глупое ты создание, – продолжала бушевать я. – Ты хоть понимаешь, что вредишь себе?Бестия все понимала, она вообще была не по годам умницей, но сила воли за умом явно не поспевала и пасовала каждый раз, когда ноздри улавливали умопомрачительный аромат дыньки.– Пиу! – грустно пискнула драконица..."
Аметист,Соколова Ирина,5,329,"Сборник рассказов / Космическая фантастика, Слэш","На вольнонаёмном грузовом корабле новый пилот - обычное дело. Вот только этот пилот оказался необычным, и теперь вместо того, чтобы тихо возить грузы с планеты на планету, команда меняет историю обитаемого космоса."
Во славу русскую,Анатолий Матвиенко,258,54K,"Роман / Попаданцы во времени, Альтернативная история, Социальная фантастика","Продолжение серии ""Штуцер и тесак"" Анатолия Дроздова. Восстание декабристов победило. Плодами революции воспользовались негодяи и установили тиранию. Платон Сергеевич Руцкий вынужден вновь вмешаться в российскую историю."
Срочно к мужу!,Надежда Ерёмина,59,13K,"Роман / Юмористическая фантастика, Попаданцы в магические миры, Любовное фэнтези","По закону жанра все попаданки молодые, красивые, незамужние (!). Их  ничего на Земле не держит. Ни положительных родственников, ни закадычных друзей нет. А я? Счастлива в браке – раз. Родители нормальные – два. Образование хорошее – три. Лучшие подруги в наличие – четыре. Так почему же именно меня угораздило провалится в канализацию и переместиться в совершенно чужой мир? А главное, чего хочет от меня здешний Повелитель и как вернуться к мужу? Впрочем, а нужен ли мне теперь мой муж?"
"Летящий ястреб, рыжая лиса",Мурзель,13,1 064,"Роман / Исторический любовный роман, Исторические приключения","Кэтрин не хотела никого убивать, но ей не оставили выбора. Теперь она бежит от правосудия, а охотники за головами идут за ней по пятам.Брайан хотел немного подзаработать, но узнал, что через земли индейцев, откуда родом его мать, пройдет железная дорога. Теперь он пытается это предотвратить.Что произойдет, когда эти двое встретятся, а на их пути встанет могущественный магнат?"
"Ефливия Похотливая, Верховная Жрица в Храме Бога Похоти",Sango Diores,355,3 809,"Рассказ / Эротика, Фэнтези, Юмористическое фэнтези","""Ефливия Похотливая по праву заслужила своё прозвище. Среди юных послушников и послушниц Храма Бога Похоти ходили невероятные толки и пересуды о её развратности и неутомимой похоти, которые и помогли ей стать Верховной Жрицей в Храме"""
Один и без оружия,Игорь Яр,50,11K,"Роман / Боевая фантастика, Постапокалипсис, Ужасы","Конец света не всегда начинается со взрывов и ядерных ""грибов"" на горизонте. Порой он приходит в полной тишине...На месте героя книги мог оказаться любой из читателей. Когда вдруг оказываешься вырван из привычной жизни, не можешь понять, что происходит... Когда же осознаешь, что к прошлой жизни возврата нет, делаешь свой выбор... Вот такой получился ""литературный квест"". Как выжить и остаться человеком.  Первая книга романа ""Не завидуй мертвым"" из нового цикла ""Мир Танатоса""."
Отпрыск рода Орловых. Танго со смертью,D. Wismurt,76,5 550,"Роман / Бояръ-Аниме, Попаданцы в магические миры, Альтернативная история","Я умер и попал в... Нет не так, я удосужился аудиенции у самой Смерти. Хитрая бестия с Косой вернула меня к жизни, но при условии, что буду приносить ей головы тех, кто попытался увернуться от ее руки. Обещала, что окажусь в теле одаренного, а в итоге...Мне теперь что, подавать жалобу в канцелярию Высших Сущностей?Но да ладно, справлюсь своими силами и нагну всех: и в прямом, и в буквальном смысле.Автор обложки: Салихов Василь."
Повелитель Рун. Том 2,Илья Сапунов,1 062,117K,"Роман / Фэнтези, Приключения, Боевое фэнтези","Перерождение в другом мире - это совсем не весело.Что ты сделаешь, если поймешь, что каждая новая жизнь обязана закончиться твоей мучительной смертью?Перерождайся. Умирай. Перерождайся. Умирай. Сойдешь ли ты с ума? Когда все закончится, что сделаешь? Найдешь ли ты того кто обрек тебя на Проклятье? Отомстишь? Заживешь мирной жизнью? Или утопишь тысячи миров в крови?"
Последний Храм. Наследник.,Арт Богданов,698,183K,"Роман / ЛитРПГ, Боевое фэнтези","Большую часть своей жизни человечество провело в виртуальных и иллюзорных понятиях. Мода, деньги, власть – это лишь сны. Но вот сны стали реальнее самой жизни. Когда игра стала неотличима от реала не только для взгляда, но для всех остальных чувств – наступила новая эпоха. Эпоха «Дрима».   Но люди остались людьми со своими  слабостями, желаниями и стремлениями возвыситься над подобными себе. И что для этого нужно? Естественно, соревнование между теми, кто считает себя самым лучшим и хочет еще раз доказать это себе и окружающим. Я часть масштабного квеста для самых крутых игроков. Я Наследник Последнего храма. Я старый, суровый вояка,  балансирующий на грани жизни и смерти. Я кролик на беговой дорожке чужого канидрома. Я… очень зубастый кролик и мне уже нечего терять!   Продолжение  Последний Храм 2. Ветер перемен - https://author.today/work/12233"
Знахарь. Око шторма.,Сэт Константин,240,67K,"Роман / Боевик, Фэнтези",Вторая книга серии
Дикие земли. Шарп,Владимир Василенко,301,35K,"Роман / ЛитРПГ, Приключения, Боевик","Сталь, свинец и серебро. Это все, что ты можешь противопоставить чудовищам Диких земель – двуногим, четвероногим, многоногим. А ещё – смекалку, упорство и капельку удачи.Что ж, я родился в прошлом тысячелетии, и ни хрена пока не смыслю в этих ваших виртуальных мирах, прокачке, перках. Но, как я погляжу, здесь есть пушки, женщины, выпивка, азартные игры, а за каждым поворотом можно вляпаться в историю. Чёрт возьми, мне здесь уже нравится!"
Жрец. Свиток Первый,Снежный Иван Алексеевич,1 055,289K,"Роман / ЛитРПГ, Фэнтези, Мистика","Молодому поколению не нужны нравоучения, им нужны игры! Фан, веселье, приключения! Именно для этого Норман регистрируется в новой ММОRPG игре с полным погружением. Только вот беда, любимый класс лекаря целиком и полностью завязан на вопросах веры. Хватит ли сил разобраться и сохранить себя в мутном омуте религии? И надо ли? Что если вера действительно способна все изменить?"
Скромная семейная свадьба,Бронислава Вонсович,147,37K,"Роман / Фантастический детектив, Любовное фэнтези","Третья книга из серии про ФринштадЕще одна история про Фринштад, в которой читатели познакомятся с новыми героями, а также встретятся со знакомыми.Год назад пренеприятнейшее происшествие заставило оборвать юную фьорду Патрисию Венегас все связи с собственной семьей. Но прошлое упорно не хочет отпускать, не давая начать новую жизнь, свободную от обид и непониманий. Казалось, свадьба сестры дает на это шанс. ...Но только хочет ли Тереса примирения? И чем она смогла привлечь внимание такого блестящего во всех отношениях аристократа?"
Настоящий шотландец,Борис Годунов,130,44K,"Роман / Приключения, Фанфик","Иногда первое решение — все-таки самое лучшее. Есть у Гарри дальняя родня в Шотландии — вот пусть она им и занимается. Конечно, они вырастят Героя настоящим шотландцем, но ведь это и к лучшему? Наверно..."
Темная сторона медали,Сергей Мусаниф,479,50K,Роман / Боевое фэнтези,"Легко быть героем, когда в твой успех верят миллионы людей, волшебники приносят тебе зачарованный клинок и верная дружина сопровождает тебя на всем пути. А если судьба распорядилась таким образом, что ты вынужден играть роль злодея? На каждом шагу тебя подстерегают ложь и предательство, ты не знаешь, кому можно верить (и можно ли верить вообще хоть кому-нибудь?!), и целые народы желают твоей гибели. Когда твой выбор ограничивается только двумя вариантами: позволить себя убить или стать тем, кем тебя видят другие и кем ты быть не хочешь. Утопить мир в крови или захлебнуться в ней самому? Есть ли третий путь? И если он есть, то хватит ли у тебя сил, чтобы по нему пройти?"
Сен. Книга первая. Скука Сена. Цензурная версия.,Арсёнов Илья,653,145K,"Роман / Попаданцы в магические миры, Фэнтези","Хорошо живется графу Уральскому: древний уважаемый род, высокая должность, богатство и личное расположение императора. Но отчего же печалится наш герой? Возможно, из-за того, что, несмотря на молодость, достиг всего в своей жизни и некуда двигаться дальше? А может быть, из-за того, что в его жизни нет любви? Много причин для грусти у графа…Но иногда судьба приходит на помощь страждущему - несчастный случай перечеркивает прежнюю жизнь молодого человека, и вот он уже несется навстречу приключениям, магии, эльфам и прочим сказочным персонажам. И кто знает: вдруг теперь-то он и найдет свою любовь?"
Авантюра адмирала Небогатова,Алексей Осадчий,134,36K,Роман / Альтернативная история,"Даже век спустя все попытки ""переиграть Цусиму"" на форумах альтернативщиков неизменно заканчивались разгромом русских эскадр. Компьютерное моделирование нескольких сотен ""иных"" вариантов в ""нулевые"" и ""надцатые"" годы 21 века только подчёркивало подавляющее превосходство Соединённого флота. Но, в этом варианте ""многомирья"" всё пошло иначе..."
